特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
20473,-1871,732,6,-2361,11573
8111,23057,712,13,4652,19654
28965,5491,720,8,-5240,-8983
7467,18952,840,10,4880,8265
8650,23548,732,15,3582,18719
18907,24269,829,15,-2064,-4982
28615,11297,736,2,-8479,-2712
17143,22672,845,9,10352,18826
27975,12939,724,2,169,-11725
8760,234,733,11,1611,8333
5328,20307,840,4,635,11421
28396,5124,709,4,431,-10699
17115,-3415,713,6,-2462,13779
3257,20327,827,4,-1736,10020
28161,11658,721,2,-8713,-875
6123,-13270,729,12,-3082,-9977
-5351,1412,746,11,-5737,13158
3286,-13600,710,14,3286,-13600
16178,24161,840,7,2091,15006
3672,18341,825,6,3704,2386
2993,-8542,716,7,-7580,5058
-2606,6389,724,11,-1204,17589
11094,20075,728,5,12389,21746
-9082,10664,737,14,-8440,2990
-1199,19441,833,4,-5497,2350
27444,729,723,10,-7759,-1584
11749,25191,832,5,-965,-1206
5691,20883,742,12,5691,20883
12237,-11268,725,5,-8352,1142
9705,445,725,10,3207,19311
20850,22531,847,13,9251,19465
17774,24025,847,7,4061,20393
27971,7948,707,1,-5476,-1811
26889,4375,730,2,2726,23405
-8218,8023,834,8,-1633,-9077
14379,23437,838,5,4059,10249
24049,837,717,4,-3781,7163
25518,-3172,740,10,-8443,4062
20855,-10027,705,7,3558,-13623
17649,18811,728,12,17582,18975
28390,1555,719,6,-5250,-8632
21347,-4335,848,2,-1931,9977
28237,12118,719,2,-8923,-5117
13106,7755,711,1,8760,20096
15480,20071,731,12,15573,20312
-4095,17015,839,4,-3817,-4693
17267,23049,845,5,8349,18437
-4709,7775,742,9,-943,19814
13055,22055,721,11,13969,22685
28908,3198,737,4,-2522,-10021
28320,9235,748,0,-1347,19946
2887,25246,739,15,-8337,3202
26599,6619,715,3,-1211,2278
14458,1910,842,0,8311,18706
-987,24707,747,13,-9030,-4226
15015,19946,845,8,13763,18786
26758,-656,747,8,-8187,9806
20885,-9916,731,5,-4485,-8863
28709,4178,727,8,-9293,-1955
14685,-3495,713,11,2851,-188
11071,19405,731,4,14103,22671
-6234,8471,743,9,-1184,20713
16543,-9334,717,9,-6825,-76
22828,3947,739,10,6390,3834
7060,22070,735,15,2817,11352
-6359,1422,826,8,5166,-11373
25940,-1766,724,4,-9157,11096
18391,-3584,705,7,7678,-4735
16705,23958,846,5,4445,18716
18571,24640,824,15,-2708,-8550
18367,18584,745,5,18232,18893
13052,21969,731,11,14103,22671
19991,22932,832,15,6353,15754
16905,24822,848,12,-6529,3315
19511,23981,840,13,-5458,-1813
25187,-4519,742,6,-9391,4316
20083,-4390,710,8,-3711,17846
7148,-6153,744,9,-3941,6656
-4742,7287,741,5,-1877,17415
12345,20367,724,10,14547,22536
24851,-1238,723,6,-6327,4211
27971,12411,721,2,-3821,-6845
14696,24452,840,11,291,9550
1804,-4753,716,11,-5595,9603
4419,-11466,731,7,-9323,4103
8666,21260,827,4,4650,16562
25209,-686,711,10,-6566,2776
21029,21111,830,11,19459,20550
19211,879,715,5,9359,76
-1511,19489,747,14,-3556,15662
23626,4505,706,1,-70,13657
14443,-6533,738,3,3215,23327
177,15376,826,6,6688,-4122
14466,24797,826,7,-898,11333
16230,24693,830,7,1356,18944
1414,5688,717,7,108,14017
5826,17403,837,10,5794,5422
-1747,15967,832,4,-965,-1206
10427,19145,842,10,8008,11914
11507,26155,833,7,3683,-11788
9705,17559,838,3,9705,17559
2640,-16,715,11,-2226,11054
-4862,13112,834,8,-4392,-1488
9654,20311,842,4,6198,15301
13631,-1221,722,5,2812,4083
26865,3228,708,8,-5766,572
13555,2248,831,2,6518,15193
28160,7953,731,2,-2874,19604
10487,18878,724,6,13063,22306
28484,3029,732,8,-10245,3525
17386,329,707,6,410,11027
18356,-492,738,3,3044,19317
16335,23749,831,7,5577,17155
9455,19982,714,15,8475,15616
-9067,13767,745,14,-9950,6051
-6974,14045,848,8,-6415,-4048
28093,12567,726,0,-10745,1293
14857,19398,724,5,15100,20257
15265,21419,841,10,12504,19312
14869,24766,828,11,-1243,13679
1508,18970,824,6,1423,-690
29338,4830,743,3,-10624,1564
27179,-37,733,10,-8304,1815
14742,23075,843,12,10904,1654
3674,26451,746,13,-11336,10986
22550,-2944,709,6,-6402,7045
27891,4806,710,8,-3769,-5209
29721,2348,824,2,12810,-13929
23778,4131,708,3,-631,10444
-3307,11319,708,14,-3307,11319
28535,9929,707,1,1642,-13043
25678,-687,731,3,-2874,19604
20552,22680,841,15,7958,17397
25916,7118,729,2,2240,19228
-4405,18051,829,10,560,-9355
22683,-8505,704,11,4522,-13840
15830,19434,739,9,16024,20172
27930,10494,727,2,-6485,9147
19795,-10504,736,9,-2619,-9492
13024,24187,740,15,8874,22213
-2895,18001,729,7,2406,23260
9700,22693,723,15,6337,18859
-7566,4282,736,11,-6021,15306
21162,20060,835,12,19936,18681
13840,-7570,705,9,-5068,2222
26524,12480,726,0,2191,5607
4591,12906,833,8,5275,5798
8890,16232,826,1,9823,18321
24925,5104,709,1,-1442,12217
7650,19090,829,8,5539,15279
5281,-8706,716,5,-7403,7549
11785,23792,829,8,9025,22943
7387,-7458,712,11,-5051,3698
-2469,11921,747,12,-2469,11921
-5316,4609,745,9,-2284,18969
8392,20325,832,9,13635,49
13279,2103,715,6,3122,15356
29316,2469,832,0,-1449,-7637
11963,26268,827,7,-2449,-7976
16910,18516,705,11,16670,18931
-1928,23521,723,15,-9942,768
27866,5963,709,1,-8461,7254
4666,19605,847,3,4666,19605
11399,842,737,7,6837,3370
2050,22297,706,15,-3495,10252
-140,23645,707,15,-8748,8127
-594,-11894,725,12,-8497,-5482
14243,17695,715,6,14351,20088
12022,22936,704,13,10418,21664
15135,19985,846,8,13880,18871
20368,2957,716,3,2343,15779
19288,23596,828,15,1004,9974
26625,-2395,730,10,-10607,7298
-62,25356,744,15,-7321,-7202
20414,23224,844,13,2915,18837
9676,18096,717,6,12187,22111
24557,2532,827,0,4486,6154
2081,-1070,717,14,2081,-1070
27916,12661,717,2,-3203,-10228
10805,15772,745,5,10951,17927
18110,23145,848,14,5032,10938
23274,4210,728,6,5038,3718
27788,9342,748,2,-2480,13184
12658,21789,714,7,13444,22429
28084,327,737,4,-8881,-1764
6073,16798,732,11,7888,20435
18334,23333,841,14,5830,15633
21142,21243,840,11,19175,20747
3297,-5650,719,11,-5510,8250
20767,19597,844,0,21705,20136
1183,18677,840,8,-2611,9818
24611,1864,728,1,-163,18922
26058,6798,743,2,2211,18597
15296,23312,828,11,6189,14449
18239,22669,838,7,11567,19680
27015,-602,728,10,-9498,3145
22847,4750,841,2,12184,5759
3210,26054,748,13,-10967,8499
-236,5255,739,12,-236,5255
-7918,-2517,745,11,-8991,12174
27649,13209,717,0,-5292,-5674
19708,23169,833,15,4800,13305
29066,8472,728,1,-10099,-1964
14203,2294,833,1,10836,3893
11966,26442,828,7,-2628,-9608
27939,12267,719,2,-4916,-6099
19524,20935,838,8,18990,20749
-1663,-1518,728,9,-3224,17868
-4978,12320,846,3,-4978,12320
-1788,24658,727,15,-12238,1183
10855,18260,733,8,14029,22487
11432,25445,834,5,-674,-4792
13674,21027,735,6,15356,22423
-511,-1301,736,10,2597,23004
2440,18419,842,1,5308,21511
8833,-3255,709,12,4338,-1627
21796,-3885,743,4,-4586,13611
4874,22028,826,8,203,17540
17371,23851,849,11,5217,19461
2970,16897,720,14,2970,16897
15447,23659,849,5,2830,11759
3043,19038,844,1,5924,21869
9289,-1506,703,9,-822,8506
28227,-944,745,10,-8936,-3749
17170,22474,844,9,10521,18449
16404,20360,744,14,16350,20138
28249,2424,719,4,-8575,-2922
16294,-12950,719,7,-4524,-9569
13182,21725,734,11,13835,22224
19700,23792,839,15,-3512,-1806
14616,24583,838,9,110,15616
27661,11875,717,0,-7644,5821
11239,10375,730,1,11405,21537
22189,20494,842,11,21100,20187
-6544,699,720,14,-6544,699
15368,25541,833,14,3683,-11788
-1581,22540,716,13,-8683,7207
18117,24586,824,15,8059,-11238
8686,26467,826,11,8683,-13648
-649,-6109,849,1,-6662,4176
16851,24282,839,5,4385,20912
15809,-14006,715,7,-5850,-9990
-9301,15898,719,15,4649,-13071
28849,5662,738,3,-6290,-1705
14603,22312,735,11,15126,22592
27814,12366,716,2,-3657,-6875
-3355,16732,734,12,-3355,16732
17779,23489,834,12,6128,17904
20605,69,840,2,4880,8265
28537,5088,718,8,-5047,-7029
610,19164,843,4,-3377,3607
28620,7994,703,10,19014,-10733
27063,14342,703,0,9918,-14249
3868,20791,829,4,-1544,11141
19691,-1824,833,2,1746,9145
17909,23653,824,15,10339,444
19054,22169,829,11,14839,20636
11348,6236,744,3,9000,20758
27465,13477,703,2,9270,-14421
26768,12107,705,2,2317,-2388
27050,9738,723,2,-2772,11780
26789,3041,709,8,-6065,1302
28997,5298,721,8,-6754,-8368
25237,2604,712,3,-3639,12513
11981,23388,712,13,10009,22129
21174,216,837,2,4983,7203
20377,23062,844,15,2703,13773
25419,3461,717,4,-764,1434
9024,3507,733,10,5374,19719
14916,22532,742,12,14916,22532
7782,23166,830,4,1664,18434
6932,19494,839,3,6932,19494
5099,-11094,720,5,-9616,7865
14534,25259,830,11,-3718,12525
12602,23247,829,7,7009,2931
12244,20971,743,10,14821,22831
27573,-215,706,9,15320,-12684
8878,-260,745,4,4351,20312
983,21578,833,6,-2682,-2137
6611,-228,705,5,-623,9167
-2243,22623,724,15,-7741,-691
7861,8139,729,6,7420,20037
-2416,20705,730,14,-2416,20705
19564,23101,846,14,8555,20677
744,12743,714,15,8765,659
28946,3847,747,3,-9821,7795
18715,23959,833,14,3828,21427
19861,23715,842,13,-5533,7916
20403,-8578,712,5,-1178,-9351
18793,-1837,849,2,2830,11759
25887,1702,742,3,-3495,13526
26502,13548,705,0,5760,-4435
27538,13324,711,0,-3208,-8776
5290,22149,747,13,356,9397
18416,23382,838,14,5724,16956
-8205,13340,706,13,819,-8348
6152,13648,836,4,8084,5355
19386,-3193,843,2,476,11022
-1901,9404,711,14,-1901,9404
15536,25292,831,14,1123,-8126
27902,2286,724,8,-9673,4237
26957,10905,706,0,-4890,10986
28610,8080,726,1,-8363,994
17590,25006,825,13,10954,-14630
-8354,5392,740,12,-8354,5392
14135,23314,831,14,13984,206
6002,18708,747,11,7744,20982
805,-13827,707,14,805,-13827
7417,-14033,731,5,-11768,6486
29602,5659,738,3,-10213,-3170
20829,-3552,705,9,3132,-5023
9364,14383,716,1,12287,22421
596,-848,748,8,6064,24444
20050,23272,836,15,2165,15462
15759,23175,840,14,10998,2135
27658,434,725,10,-8560,-1153
27962,13310,723,0,-6737,-9456
13365,21194,736,6,15235,22616
12668,10621,733,6,10128,17856
3903,-4302,837,1,-1974,2646
19753,23757,835,13,-2567,15447
26040,-4103,741,6,-9905,2013
11998,16750,723,2,15065,22560
3689,20955,848,8,-1399,14335
9673,22986,845,4,4132,19116
-4757,21251,721,13,-9351,-1089
19988,724,710,4,-551,11287
15938,24893,840,12,-2703,1809
17215,23953,844,14,1286,3073
17927,22984,848,7,9123,18597
22014,-1002,830,0,1254,12987
12546,22822,730,14,12546,22822
28120,12586,734,0,-7387,-3845
20692,-6544,717,10,-6807,14899
19294,23507,836,12,10717,23401
16154,21117,733,13,15706,20319
24180,-2099,748,1,862,22246
16792,24843,844,12,-6397,6475
21633,20489,836,6,21183,20332
18681,20574,843,5,15950,17236
19044,-6820,712,9,-2831,-3565
2965,-3227,705,12,-1294,323
-159,-12399,713,14,-159,-12399
14573,2603,721,7,8346,5100
28689,10925,739,2,-9619,1314
-4200,-3117,730,5,-5860,16769
6527,20233,720,12,7402,21316
27135,14248,703,0,9270,-14421
19242,24339,840,15,-199,-11805
27726,9903,719,2,-5803,10977
13892,25488,837,7,-4067,625
28543,1816,732,4,-10889,509
21913,-7149,748,6,-8196,11631
6595,-14615,728,11,-11964,3562
27952,11279,723,2,-7199,3054
2447,23695,847,4,-7883,11230
17271,24377,834,7,4170,21631
10752,17090,716,1,13657,22457
2582,8667,713,11,2340,16141
28681,7986,726,1,-8795,940
-9305,9052,843,8,-2762,-9920
11802,25386,841,9,-3515,793
4243,-8580,828,1,-3989,-1616
1309,-459,710,12,-1951,3548
23483,-7271,744,6,-10275,9643
28726,7391,715,3,-5921,-5920
26768,-2449,713,9,9507,-13826
27429,11185,741,0,-1539,9731
18799,22387,835,12,11634,18765
20432,23032,847,13,1587,14551
-1676,2262,714,7,-3332,13488
4468,23632,839,6,-5493,5622
21644,21470,832,13,18186,20569
868,14920,738,11,3044,19317
-8949,2859,849,3,-8949,2859
11837,26332,835,7,840,-11059
13018,-14743,739,9,-10681,-2177
19245,23602,846,14,3755,20159
-2017,5732,841,3,-2017,5732
10801,912,722,12,7528,2169
14077,18838,714,9,14292,20052
19353,23667,827,15,313,12404
23516,-5959,709,9,431,-10699
13393,22837,732,13,11677,21602
21645,20887,826,11,20688,20531
27899,699,734,8,-9755,2621
21297,4755,743,0,9427,22393
-2945,7340,723,7,-1437,17223
21878,20765,841,11,20409,20483
12366,26286,830,11,-6232,-3948
-10111,11399,706,13,3275,-11361
26564,12103,733,2,4391,4080
14735,25682,845,5,-8312,9605
16563,24787,843,11,91,19110
23192,-2220,706,6,-6178,5003
16251,23201,837,5,7057,16863
17648,-3173,729,6,-1942,14599
18264,22304,839,11,12226,19145
-3408,-149,705,5,-5038,15582
11154,21373,835,10,7034,16144
10361,18080,839,3,10361,18080
26575,1769,706,4,-6001,-47
8363,15894,704,10,10472,21570
17961,22485,844,11,11084,18636
21392,18602,827,11,21408,17543
-5768,18908,839,10,669,-12315
27565,10536,734,2,-2387,4914
28244,-401,745,10,-7853,-4722
9110,23172,834,6,1393,15442
10444,24797,831,9,10,-317
11132,21151,844,8,8689,19026
-8527,12384,825,4,-14,-11446
1318,2880,827,3,1318,2880
28581,3590,729,8,-9738,691
20942,-7315,847,2,-4729,12978
-5814,21250,736,13,-20,-12403
25405,-5367,711,9,2742,-13757
10919,21840,839,5,11779,837
18859,22383,835,12,12499,19129
11518,-5580,715,9,-3631,5953
13291,23111,712,15,11549,21938
26706,6890,704,3,-956,-181
2202,-12416,721,14,2202,-12416
21559,10375,733,0,10128,17856
24209,-7680,849,2,-9093,10545
28107,12413,720,2,-5310,-8823
-7025,18126,712,15,-799,-9251
14049,25900,837,7,-7687,752
26836,-3064,748,6,-9646,679
-4378,17563,831,10,1373,-9567
20874,22942,846,15,2328,18563
21193,-8258,710,9,-4169,-7485
-3265,1812,731,7,-3910,14950
14133,18955,747,2,17010,22381
11067,21643,837,5,11685,1674
4360,11367,827,3,4360,11367
945,25247,737,15,-9001,-2331
9557,25906,832,9,-1449,-7637
28846,5178,747,1,-8521,10017
22138,20596,836,5,21334,20321
28538,1966,746,3,-8700,12916
24983,6310,725,4,6420,1530
-3278,13018,713,13,3756,-2629
8617,10559,704,1,10450,22170
19058,23768,840,14,5479,21584
25113,-6014,708,5,6758,-14720
11712,20401,746,9,12990,21754
19747,-11484,715,7,-130,-12887
12680,26062,829,7,-4505,-4933
13094,-5335,711,7,1310,-1543
15379,23825,824,7,4541,15151
24604,2557,706,4,-1802,2509
7111,25855,731,15,-2055,21011
18366,23019,843,12,8278,17766
28176,660,831,0,-5003,722
15838,24346,837,11,2041,16581
21268,11,707,10,-1837,7446
15179,8268,712,4,8346,15328
25674,-721,709,6,-6199,-319
25182,-3857,729,6,-9708,8566
-2072,-7727,825,3,-2072,-7727
-1050,21761,849,4,-8949,2859
10645,20376,726,13,9493,17215
26229,5073,848,0,9733,2600
18557,23831,849,7,8137,22821
-528,-213,707,7,-4751,11574
28061,2756,710,6,-398,-10219
17245,19543,722,13,17371,18940
28024,4018,744,1,-6283,13300
22552,20320,848,7,21481,20044
-12187,10556,709,13,4763,-14329
16057,22372,847,5,8211,13060
26988,3840,710,10,2364,-6330
18744,23476,829,13,4317,6901
-844,-9359,711,14,-844,-9359
-3612,-9946,729,12,-10235,-2346
10134,1791,844,2,6859,18438
17877,22280,832,7,12110,18602
15631,-3008,714,5,2497,213
5823,-4663,730,11,-3592,7753
26861,7450,729,1,-1925,6485
20078,23400,834,13,3661,20269
13782,25921,840,7,-5339,-4723
11712,24999,826,5,-1094,1254
8965,16749,714,8,12046,22367
12246,3442,741,5,7402,7229
24398,-2820,746,8,-5775,14488
29020,3967,735,4,282,-11774
21333,20524,845,10,20660,20388
14409,-8535,734,10,-4205,17265
18099,22383,835,7,11634,18765
8893,18052,711,6,11643,22285
19258,23581,848,12,7853,22725
1062,-1134,708,14,1062,-1134
9513,26151,835,9,-2044,-9341
-8462,5554,730,14,-8462,5554
21298,22002,847,13,12320,19812
15688,24880,825,14,-817,688
29291,8132,743,1,-7685,-4855
750,18587,742,12,750,18587
7266,-12686,727,7,-9156,626
-1739,9417,739,5,31,17594
25781,8144,723,2,969,16052
18565,23664,842,14,3459,17568
-4868,-2038,705,12,-7899,4186
792,19260,738,12,792,19260
26903,590,739,8,-7618,5596
25662,9907,712,3,10309,664
18055,24373,825,13,2330,-3422
17475,22887,828,13,13997,4137
13964,23069,720,13,12566,22241
27824,12867,712,2,785,-12848
16281,-43,838,1,12043,710
12567,-11648,726,5,-8795,940
781,-11967,736,7,-8789,-1553
16472,24199,836,11,4231,18969
2084,11856,703,11,3040,17929
881,23659,720,15,-7650,8048
21067,22554,848,13,9023,20936
24582,-4522,848,2,-5054,5168
12964,-3472,723,6,-43,17618
8361,8540,739,4,8190,20237
-2414,-7161,839,1,-8726,3916
27662,12875,709,2,2181,-12140
24649,2579,713,8,-2919,6388
18887,20542,840,3,18887,20542
28751,9496,718,1,-3712,-10266
8686,5447,746,8,7539,20872
14853,25929,824,14,907,-11962
27842,9281,739,2,-4044,11914
28393,11741,724,2,-10900,-408
-2530,-10495,727,12,-9554,-3284
12831,22351,743,11,13665,22801
7083,15809,704,5,7879,19309
9768,21326,838,4,5724,16956
11424,-1231,721,7,2992,3703
27297,361,733,4,-9705,7064
12645,253,738,5,5650,3827
11911,19983,838,8,10226,17944
9477,19613,713,7,10578,21198
5409,20800,746,15,4112,6143
18408,-6126,743,4,-3238,17724
10621,23735,847,8,6831,22313
16052,24871,833,14,-328,-2924
4512,8874,825,1,4176,13179
14834,4306,840,0,9959,17860
3609,19483,843,1,6404,22086
4917,6770,712,5,2814,14540
15825,22542,740,12,15825,22542
8399,25630,825,5,7342,-11057
8859,25255,829,9,1829,-6541
16301,23284,839,7,5793,14530
20881,-9925,724,7,2121,-12516
12587,-12520,720,12,4230,-12639
-3010,-7087,742,11,-8977,6898
5498,12543,843,1,6150,16148
13516,22854,733,13,11798,21643
16336,22813,827,7,8716,16291
20323,22787,840,15,5932,14797
17006,21506,835,4,15577,20814
11572,20376,829,11,13850,4257
112,14901,747,11,2637,19627
19884,22788,833,13,8535,16969
996,13042,724,7,3008,19082
18781,-1517,715,6,-1765,11279
6988,19353,736,9,9239,21935
-5505,-8024,731,12,-10976,391
2788,2248,838,1,228,8529
26254,8983,712,2,-1104,13533
6907,24256,738,15,-1483,13725
16263,24267,824,14,1019,8220
22782,-4034,844,2,-2793,7168
19599,23627,830,15,-1437,11684
12692,1799,835,3,12692,1799
22005,19973,846,3,22005,19973
26948,5612,729,3,-3550,7186
28363,11306,738,0,-9062,8563
5777,25920,826,9,8683,-13648
7407,26429,834,9,5304,-14167
28450,5499,743,1,-7516,8705
20581,23186,837,13,5145,22198
10862,21465,833,11,13156,1572
21318,20928,828,5,20086,20507
18933,23732,827,14,8512,22766
23921,2765,831,2,9511,2417
26931,11488,705,2,-1294,323
-2861,-9209,727,12,-9293,-1955
28697,198,744,10,-7321,-7202
29239,5066,707,6,9458,-15967
21537,21125,836,15,17769,19254
3223,-11312,707,14,3223,-11312
16381,23128,839,5,7636,17002
26186,12772,705,2,7728,-1106
-2472,-4595,837,3,-2472,-4595
-9579,9513,737,14,-8508,1527
14956,22525,742,14,14595,22328
13210,-1917,724,10,1107,17835
12418,24868,840,9,-1920,5108
23186,-3281,841,2,-2017,5732
29644,6333,745,1,-12269,4610
28821,6331,719,4,4649,-13071
-4698,13153,708,13,2630,-3987
29095,10258,744,2,-11918,9037
23727,4147,735,8,3180,5601
16489,13595,849,2,16447,17535
800,-2774,745,11,-4115,7302
23225,-4150,844,2,-3426,6740
7026,-11207,838,1,-3256,-5412
15125,20287,842,4,13407,18564
19370,22844,848,13,9312,3685
3819,15471,724,12,4328,17552
2164,-2206,734,7,-2387,4914
-2637,-4165,725,7,-7125,11497
7753,25218,739,15,-2433,16646
28121,403,727,10,-9744,-1585
8410,-11899,731,9,-9418,10138
27590,-1646,824,2,-1140,-7236
14065,23131,826,9,5625,14263
24860,3890,708,6,4754,-1952
27265,5982,720,2,-538,21301
15455,-10662,827,1,5964,-10636
19340,22900,842,13,7487,6923
13812,-11272,737,9,-5997,-2479
1864,10939,827,8,4081,2544
12203,24797,827,11,459,856
15915,25422,845,12,-6170,-3870
29508,6799,731,3,-11806,-1291
-811,19370,841,8,-5830,8756
25772,6927,747,3,4043,4931
15541,6530,720,0,11194,22503
24134,-7185,717,7,9309,-14235
20071,18470,839,1,20167,18707
10538,-7314,717,10,-1517,20431
3841,14862,738,5,5441,19087
-1163,15586,742,11,1887,20363
18668,22963,845,12,8349,18437
26362,1100,735,3,-5444,13639
14784,24353,837,9,2041,16581
-3230,15627,835,8,-4910,2539
12179,21475,712,5,13209,22397
9750,23174,832,3,9750,23174
22334,11037,707,0,8111,14607
25889,9856,725,1,6758,2803
8990,11833,717,4,9606,20666
16648,4048,714,3,5223,17739
17428,20455,832,9,15072,16557
-2844,-2989,724,7,-6624,12186
28546,11404,733,2,-10963,4308
25205,5003,707,3,-1837,7446
11814,-12982,723,12,3067,-12679
27465,13789,712,0,1763,-13425
-7644,-4843,724,14,-7644,-4843
630,14103,725,12,1267,16913
9708,10637,703,11,7963,14007
5168,26607,745,15,-10634,10683
21089,-3926,841,2,-1266,8924
-4742,-1590,718,7,-6804,13397
-2891,8257,740,12,-2891,8257
19130,23828,830,15,-313,2524
